idProduct	idSeller	idSellerProduct
3110232	107	28542
3562003	114	192260
3562008	114	15985901
2121768	114	164910
2246608	114	164912
3353943	114	222877
3037551	114	154902
3262225	107	29227
3080248	114	178645
3370616	114	182716
3180274	114	183171
3147891	114	176435
3215127	114	170553
3098519	114	171720
3099404	114	183598
3108945	114	184483
1795842	114	131112
3142249	114	166120
3142254	114	166125
2740924	114	174707
2914580	114	185895
3118442	114	175220
1496019	114	52293
3262225	114	177016
3165881	114	178643
3108952	114	201247
3335785	114	217508
1498000	114	25202
3180275	107	29422
3118409	107	29947
1287320	114	25198
2718169	114	52294
1588874	114	52305
3436587	114	189835
3562009	114	192271
3566049	114	192566
3447644	114	192975
3080248	116	840
2220506	114	58299
2233471	114	48740
1620325	114	52302
3450656	114	204695
2879064	116	4287
1603105	114	25203
2121769	114	61265
1679139	114	185091
2710211	114	99061
3165881	116	28988
3098516	116	29179
1014177	114	25195
577451	114	8537
696270	116	383
913537	116	442
3142249	116	3689
3560907	116	4423
1498000	116	645
3142254	118	7405
3080248	118	7438
1497998	116	646
3123862	114	177114
2397813	114	180345
1615237	114	62273
2397815	114	183888
2395601	114	62775
3098518	116	3634
3099404	116	3552
2762114	116	2981
3098519	116	3662
2722322	116	28778
2857948	114	143597
2782812	116	2966
3142254	116	29731
3098519	118	7307
2835108	118	6816
3098516	118	7398
3098518	118	7311
3108944	139	13765
1442819	152	119472
2711860	152	128686
2680395	152	127370
2680487	152	128945
696270	118	5349
2762114	118	5776
1497998	118	5553
3099404	118	7316
2782812	118	5775
1498000	118	5552
3165881	118	7437
3353950	152	133173
3091120	152	133174
1314593	152	136285
2693421	152	136446
2538038	152	137240
2753365	152	138116
3530725	152	140656
2884105	152	129116
3644104	152	139970
2711857	152	124748
2680486	152	128931
2680401	152	128985
2721054	152	130864
3149172	152	142298
3589702	152	142529
2538034	152	129115
974057	152	132253
2538049	152	132037
2680393	152	133260
3613167	152	146953
3470684	152	142295
2538036	152	137241
3555334	152	133169
3474929	152	138774
3645333	152	139419
2888810	152	132256
3142249	221	10259
3650398	221	11518
1496088	221	11953
696270	221	17986
3470680	152	153617
3470670	152	140433
3644100	152	142287
2404154	221	28577
3071795	152	140994
1795842	221	29539
2565324	221	30076
1412039	221	24266
2121770	221	26415
2121768	221	26416
3149173	152	142300
2718169	221	26420
2106067	221	26629
3644101	152	142288
2220506	221	26644
3149171	152	142297
1496019	221	24245
3470676	152	141215
2220511	221	26641
3555335	152	141216
3550914	152	142684
3569802	152	142884
3530735	152	154348
2150282	221	30063
2762114	221	30748
1971153	221	24686
1060264	221	27054
3365394	152	135839
696306	221	15708
3235634	152	136325
2264255	221	27447
1287320	221	27479
3376925	152	137670
3470685	152	139207
3118452	221	32369
2884097	152	144686
3555332	152	153192
2882453	221	32155
3118459	221	32378
3149175	152	139209
3645332	152	139424
3147909	152	141220
2220507	221	28596
1497998	221	28407
3597640	221	28594
1434983	221	24835
2722322	221	5638
2436416	221	5646
3339104	221	5651
1620325	221	5652
3245024	221	33633
564702	221	29532
709972	221	2528
2233468	221	27106
2233471	221	27109
2233472	221	27110
2397813	221	28553
2221327	221	30066
2404156	221	28576
2397815	221	28554
1904916	221	28590
2557510	221	29342
2920804	221	32422
1835134	221	33194
1588874	221	33985
3118442	221	32365
3147891	221	32373
3037551	221	33797
2830454	221	5630
2097475	221	5657
1588872	221	5663
3180276	221	5670
2221326	221	30065
2421933	221	28595
3069569	221	5620
3351067	221	5627
3597638	221	5629
1588875	221	5677
3450334	221	5682
3147953	221	5642
2397812	221	28549
3098516	221	5625
2407664	221	28579
577451	221	5655
1952983	221	5671
3180274	221	5678
3353943	221	5610
3118461	221	5636
2264254	221	5656
2782812	221	30721
2233470	221	27108
1034179	221	27476
3108944	221	5622
3339103	221	5644
2395600	221	28508
2424138	221	28628
3433789	221	5623
2658533	221	5628
2872040	221	31877
3052005	221	32006
2521822	221	32152
2234843	221	32153
3016619	221	32410
3118409	221	32428
2233469	246	1116848
696270	246	1116858
2233467	246	1116850
3108945	221	5674
3180275	221	5675
3285493	221	5680
1308039	246	1106021
2565327	246	1116705
2436416	246	1116718
1616200	246	1116724
2718169	246	1116725
2583500	246	1116842
2121770	246	1116722
990212	246	1116836
1950268	246	1116838
2879061	246	1116719
800159	246	1116752
1041787	246	1116841
1588874	246	1105792
2404156	246	1116712
1679139	246	1116713
1434983	246	1116716
1030882	246	1116721
1496019	246	1116761
1588875	246	1116762
2722322	246	1116881
3110233	246	1117999
3098519	246	1118177
3098518	246	1118188
1588872	246	1116770
3597638	246	1116715
2920804	246	1117364
2404154	246	1117457
1306543	246	1117459
2109285	246	1117726
3118442	246	1119773
2826112	246	1116727
2782812	246	1116728
2615660	246	1116760
1496031	246	1116763
1951086	246	1116714
2872040	246	1116756
974057	246	1116839
1154373	246	1116843
2852671	246	1116897
2397815	246	1117360
1412039	246	1117460
2407664	246	1117467
2106072	246	1117468
2233472	246	1116837
2233468	246	1116849
2233471	246	1116720
1313941	246	1116710
561732	246	1116723
1496009	246	1116755
2876013	246	1116765
2740924	246	1116767
2220506	246	1117421
3192321	246	1118234
2658533	307	21864
3351070	338	125522
3351068	338	125524
1506850	338	126013
3336177	338	135215
3108945	338	136112
3108953	338	136115
498808	338	14285
2876013	338	136116
3108952	338	136117
2121769	246	1116758
3580416	246	1124534
2852671	338	175400
1835134	246	1077167
1317415	246	1117458
2233470	246	1116847
2106067	246	1117461
3118409	246	1118251
3447644	338	178752
3147953	338	176258
1498000	338	175171
2121768	246	1117940
1588872	338	200165
3566049	338	192496
3110232	246	1118000
3147891	246	1118013
3339104	338	185366
974057	338	174764
1497998	338	175172
3099404	246	1118175
3098516	338	281055
3436587	338	286428
3650398	338	286472
3562008	338	281023
3348062	338	126526
3118442	338	298049
3450334	338	286442
3486045	338	286310
2910556	338	289463
914290	246	933148
1060264	338	29520
1041787	338	31883
1130564	246	1077044
2121768	338	126599
3166003	338	394986
3564872	338	446640
1496009	338	136113
3528081	338	173074
2782812	338	175399
2233467	338	51474
3433789	338	171954
577451	338	194388
2857948	338	178736
3339103	338	185364
3353943	338	180279
2421933	338	56009
3118452	338	286339
1951086	338	27705
3080248	338	281053
2233469	221	27107
3118355	221	32419
1498000	221	27520
3147951	152	142299
3351067	338	304287
2233471	338	51478
1588874	338	40386
1588875	338	40388
2718166	221	26418
2106072	221	26630
2557511	221	29343
448248	221	3670
2233467	221	27105
2920804	338	76195
3180276	338	342470
3245024	338	91656
2879064	338	178599
2233469	338	81843
2815708	338	84310
3123862	338	91847
1620325	338	45556
3351072	338	40227
2397815	338	55359
1952983	338	53010
3351112	338	92833
3180275	338	93193
2264255	338	53016
3069569	338	86808
3142249	338	337797
3069570	338	86809
2222165	338	61493
2658533	338	61695
2884097	338	74548
1616200	338	83867
2801184	338	51480
2097475	338	53011
1795842	338	84365
2872040	338	75679
2233472	338	77212
3069568	338	86807
3118461	338	91849
2722322	338	305746
3108944	338	306191
2740924	338	83866
1313941	338	78809
1679139	338	78842
2591330	338	77219
2865635	338	84311
2583500	338	92549
2890983	338	84327
3147891	338	91844
2591317	338	77211
2538038	338	59443
2718169	338	51781
3165881	338	281052
3118461	342	571298
3285493	338	95424
3180274	338	93129
2222165	342	486581
2233472	342	539709
3180276	342	584353
2782812	342	593637
2762114	342	593636
914290	342	454766
2878307	342	491389
3118442	342	533662
1588872	342	496808
2740924	342	510781
2264254	338	53009
2538036	338	59441
3356271	342	604870
3569802	342	499667
3222086	342	499707
3339104	342	535126
3205326	342	540924
2910556	342	509953
3222087	342	563147
577451	342	499195
3108945	342	530166
2923047	342	604898
2097475	342	601323
3560907	342	593634
3335785	342	604830
3142249	342	604874
3222088	342	604877
1588875	342	604879
3118452	342	571431
2894576	338	48295
2718166	338	49989
3123862	342	604787
3353943	342	604867
3147891	342	604892
3343392	342	604869
2538038	342	604914
1616200	342	604881
2652739	342	604903
3597638	342	604890
2865635	342	604908
2397815	342	604913
3486045	342	604841
1022675	342	604889
2827552	342	604900
2718166	342	604880
3564872	342	604839
3470699	152	144619
3351067	342	664460
3080248	342	604897
2722322	342	634427
3142254	342	604875
2591317	342	604878
3645331	152	163075
2922873	342	604899
3351067	440	116215
3142249	440	154597
2233469	342	604905
3285493	342	607625
1588875	440	47365
3108945	440	47372
3348062	440	47483
3142254	440	43564
1588874	440	47367
2718166	440	47428
3566049	342	604834
373389	342	604909
3433789	342	604823
3118442	440	old103399
2233469	440	old103406
3436587	440	old103420
2521822	440	old59839
3657768	342	604826
3108944	440	47430
3351070	440	42021
1616200	440	47369
2436416	342	629893
578871	440	old77202
663009	440	old77205
663012	440	old77209
1553368	440	old77221
1030882	440	old77225
1297949	440	old77226
999325	440	old77228
1956797	440	old77246
61290	440	old77265
1683482	440	old77268
1112995	440	old77269
1496031	440	old77304
459233	440	old77308
2233472	440	old77317
3491882	342	637653
2264254	342	634425
3450334	342	660765
974057	440	old82773
2782812	440	old53425
3351112	342	506218
2857948	342	472438
1588874	342	490403
3650398	342	660764
3528895	342	646782
3326667	342	736456
3447644	342	604868
999327	440	old77645
2882453	440	old59837
2216197	440	old59838
3110232	342	604873
1313941	440	old82783
3080248	440	old96366
2920804	440	old98485
2233471	342	604907
3099404	440	old67340
3099404	342	622324
3147953	342	607624
3339103	342	530180
1498000	440	old41892
1497998	440	old41893
3098516	342	705186
3165881	440	43548
3098516	440	43557
3335785	440	old101769
2591317	440	old103407
2233471	440	old103408
2801184	440	old101771
3123862	440	old103397
3564872	440	old98567
1466956	440	old77354
1030881	440	old77211
800158	440	old77212
1047838	440	old77215
1053245	440	old77216
1030879	440	old77218
3108953	440	old77277
2121550	440	old77281
2222163	440	old77282
2121769	440	old77285
1954417	440	old102019
3118461	440	old103400
3285493	440	old98581
3336177	440	old103404
2762114	440	old54324
3180274	342	671849
2872040	440	old82763
566567	440	old77199
893908	440	old77213
2858138	440	old77270
564702	440	old77321
2588567	440	old77352
1523813	440	old77363
3351112	440	old98501
3351068	440	old98502
3180275	440	old98511
3447644	440	old98519
2584152	440	old82740
3566049	440	old98565
577451	440	old98584
440794	440	old77196
2397815	440	old98486
561732	440	old77201
3339104	440	old98527
2740924	440	old98559
663010	440	old77208
1030880	440	old77297
1030877	440	old77299
1053250	440	old77300
3339103	440	old98562
1041787	440	old77331
1221703	440	old77294
1610346	440	old77334
2222165	440	old98493
3464178	440	old98528
2890983	440	old98563
2097475	440	old98580
2404154	440	old77336
1412039	440	old77339
2121770	440	old82767
1588872	440	old98494
2658533	440	old98503
3147891	440	old98508
3600949	440	old98513
3650398	440	old98525
2835108	440	old63683
3180276	440	old98586
1523811	440	old77364
3098518	440	old68817
2879064	440	old75478
2858139	440	old77267
578870	440	old77272
3110232	440	old77275
696270	440	old41668
1287320	440	old41783
3263220	440	old69112
2876013	440	old77276
2914580	440	old77278
681420	440	old77326
1214916	440	old77330
1305950	440	old77344
3560907	440	old76622
663008	440	old77210
800159	440	old77214
2150282	440	old77280
2803974	440	old77295
1130564	440	old77296
1053251	440	old77298
1496037	440	old77302
3098519	440	old66055
636312	440	old77197
718395	440	old77200
663007	440	old77203
998766	440	old77217
999328	440	old77219
2397254	440	old77263
2246608	440	old77287
696306	440	old77325
614666	440	old77322
2424138	440	old77341
1523525	440	old77350
2652739	440	old77124
800157	440	old77126
1053253	440	old77229
3037551	440	old82784
2830454	440	old98500
3180274	440	old98510
3147953	440	old98574
3562008	440	old98587
2718169	440	old82768
3597638	440	old98529
2722322	440	150425
3118452	440	old103412
663010	512	16947
1313941	512	15320
3486045	440	old103413
663011	440	old77204
1356238	440	old77220
1054658	440	old77224
2724116	440	old77264
1496009	440	old77303
2121768	440	old82766
3142254	492	23120
2234843	440	old59835
2217191	440	old59836
2879061	440	old82744
1496019	440	old82804
3215127	440	old98512
3450656	440	old98517
3165881	492	23102
3080248	492	23103
3450334	440	old98524
1952983	440	old98573
3098516	512	19614
1950268	512	20350
2830454	512	20703
2121770	512	18864
2121769	512	20471
3597638	512	15427
1041787	512	17680
2782812	512	17808
120807	512	18082
2233471	512	20372
2879064	548	PRALNI-STROJ-KÖRTING-CLASSIC-K61200N
2436416	548	pralni-stroj-hoover-dyn-7144-dp
3098516	492	23115
2515891	492	7472
2722322	492	23437
2565324	492	7473
2718169	548	pralni-stroj-bosch-wae24445by
1588872	548	pralni-stroj-bosch-was32798me
3566049	548	pralni-stroj-candy-gc-1471-d1
2515889	492	7474
2565327	492	7471
2995129	512	17040
1951086	512	18369
1615237	512	18542
3351070	561	12480
3263220	561	11911
3311202	561	12144
3080248	561	11860
3098518	561	11915
2830454	561	12481
3351068	561	12482
3080248	512	18778
3351067	561	12483
3560907	561	13437
2920804	512	19251
3016619	512	19667
3099404	561	11506
3326453	561	12169
3098519	561	17808
2722322	512	15355
2397812	512	15392
3447644	512	21149
3564872	548	pralni-stroj-candy-gc-1482-d3
1620325	548	pralni-stroj-hoover-dyn-9166-pg
2097475	548	pralni-stroj-hoover-dst-8166-p
3464178	512	20400
2826112	512	20506
3165881	512	20696
2879061	512	21086
2740924	512	17748
3192321	512	20431
3262225	512	20610
3180274	512	20697
3285493	561	21830
3118442	561	21743
3245024	561	21753
3353943	561	21754
3657768	561	21797
3335785	561	21815
2264254	561	21824
1060264	561	21851
3108944	512	20715
2718166	548	pralni-stroj-bosch-was32890eu
2233471	548	pralni-stroj-candy-evo1283dw
3326454	561	12170
3326455	561	12171
2948975	561	10844
3037470	561	10672
2658533	561	10847
3450334	561	21763
1588874	561	21724
3147891	561	21744
3336177	561	21750
498808	561	21802
3464178	561	21805
2726813	561	13310
2879064	561	13435
3123862	561	21719
3098516	561	27327
1616200	561	21727
3180275	561	21747
3348062	561	21858
2920804	561	21717
2222165	561	21728
3108945	561	21732
1620325	561	21828
2097475	561	21829
3339103	561	21730
3351072	561	12478
3450656	561	21755
2591317	561	32494
2591330	561	21812
2856495	561	21843
1588872	561	21729
3650398	561	21764
2718166	561	21798
3600949	561	21749
3528895	561	21796
3147909	561	29840
2584152	561	8719
3597638	561	21817
3351112	561	21737
2878307	561	23433
3564872	561	21836
2233469	561	21841
3180274	561	21746
3215127	561	21748
3447644	561	21757
1952983	561	21827
2584152	747	252
3566049	561	21842
2722322	561	26946
1588875	561	21722
2890983	561	21733
3118461	561	21745
3597638	747	15154
1523813	749	9565
1523525	749	9558
1545959	749	9554
2538040	825	11312
3037551	561	23432
2397815	561	21718
1954417	561	25171
914290	561	23436
3142254	825	11848
3142254	561	27339
1497998	561	21715
3180276	561	21726
3147953	561	21838
2233471	561	21840
2588567	561	8718
3165881	561	27315
1287320	561	7377
2782812	561	9065
2762114	561	9441
696270	561	7265
1496009	561	8838
3351067	747	15476
2658533	747	2214
1523525	747	251
3562008	561	23456
2222163	825	1659
3098516	825	11836
3142249	561	32925
2150282	825	3077
2872040	747	2957
2121770	747	2958
2718169	747	2959
3000513	825	11316
3569802	825	11358
3165881	825	11827
2722322	825	11495
2718169	825	1131
3650318	825	11314
3351070	825	13366
2222165	825	3721
3597638	825	4026
2233470	825	4063
2404156	825	4310
2106072	825	4494
2865635	825	5081
3142249	825	13809
1287320	825	1845
914290	825	2087
2337494	825	2223
1380434	825	1773
1496088	825	1785
566736	825	1812
1308039	825	2111
2878307	825	4823
1131554	825	2957
2597330	825	3031
2884105	825	4864
2538047	825	4875
1615237	825	4909
1683485	825	4920
2380114	825	4921
2106089	825	2459
2538039	825	4868
2670864	825	4876
2221326	825	3722
1306543	825	2392
1412039	825	2456
1434983	825	4067
2397813	825	3029
1111425	825	4869
373389	825	4878
1154368	825	4989
1679139	825	2867
2742958	825	3948
2767450	825	4028
2233469	825	4062
1317415	825	4382
2856495	825	4742
2106067	825	4816
2827552	825	4846
2092230	825	2956
2538049	825	4877
974057	825	4065
2397254	825	4917
1112995	825	4918
2380112	825	4919
3180276	825	13934
3339104	825	6496
1317413	825	3479
2591330	825	3780
1951086	825	4027
3351067	825	6522
3370616	825	6595
2220511	825	5702
3057695	825	5995
2857948	825	5027
1380430	825	3193
1795842	825	4367
2826112	825	4491
2658533	825	4767
3165119	825	4870
2884104	825	4871
2421933	825	5463
3100282	825	6118
3108952	825	6147
3353888	825	6556
3118452	825	6282
3341673	825	6501
3110238	825	6195
3147891	825	6283
3123862	825	6285
3348062	825	6604
3491880	825	6752
2397815	825	5988
2920804	825	5989
3118461	825	6286
3205326	825	6369
1060264	825	5402
3599656	825	5462
2872040	825	5500
3464178	825	7308
3118442	825	6281
3180274	825	6338
1506850	825	6557
3650398	825	6779
3433789	825	6867
2858139	825	7738
3147953	825	7773
2407664	825	3381
2890983	825	5056
2815708	825	5080
2894576	825	5097
3336177	825	6688
3108953	825	7622
3455872	825	7741
1620325	825	7755
577451	825	7759
3450656	825	7779
2888737	825	5499
498808	825	833
1588875	825	834
1496019	825	839
1616200	825	830
3262225	825	6442
1588874	825	831
2404154	825	5840
2884097	825	8896
3550914	825	8905
1588872	825	828
2121769	825	849
1041787	825	2826
3222087	825	8991
2910556	825	8998
3118409	825	6297
3080248	825	6314
3339103	825	6495
2718166	825	945
2121770	825	845
2538038	825	4867
1314593	825	8912
696270	825	937
3106399	825	6746
3585612	825	6766
2864730	825	5531
3037551	825	6016
2233472	825	2823
1154373	825	2828
443881	825	6119
2233471	825	6181
3099404	825	6189
3369350	825	6453
3351072	825	6517
3351112	825	6519
3108944	825	6149
2233468	825	4029
2220506	825	4317
2538037	825	4866
2724116	825	4916
3098519	825	6184
3098518	825	6185
3383566	825	6596
3564872	825	7849
2121768	825	954
2436416	825	7757
3600949	825	7782
3100283	825	6116
3100285	825	6117
3180275	825	6339
3562008	825	9737
2331977	825	9988
3566049	825	7608
1952983	825	7752
3215127	825	7780
2538036	825	8892
2922873	825	8992
2740924	825	3879
1115636	825	2224
2830454	825	13365
1950268	825	4064
990212	825	4068
2538044	825	4873
1837711	825	3512
3470670	825	8886
2221327	825	3160
2923047	825	5265
2149756	825	5703
3450334	825	6778
1545939	825	5533
3108945	825	7161
3173563	825	7740
2097475	825	7753
2591317	825	7859
1496031	825	836
3353943	825	6692
3447644	825	6764
3491883	825	8901
3222088	825	8988
3528081	825	8995
2221327	862	499787
3600949	862	521229
3222086	825	8997
1496009	857	bosch-waq24440by-pralni-stroj
1497998	857	k51100n-pralni-stroj-classic
2879064	857	k61200n-pralni-stroj-classic
3560907	857	k71100n-pralni-stroj-classic
3142254	857	w7443lb-pralni-stroj
2852671	857	wk6121-pralni-stroj-classic
3098516	857	w8644h-pralni-stroj
3080248	857	wa743w-pralni-stroj-gorenje-one
3165881	857	ws623w-pralni-stroj-gorenje-one
3142249	857	w7443lr-pralni-stroj
1287320	857	ws512syw-pralni-stroj-gorenje-simplicity
1506850	862	475649
1620325	862	478347
2718166	862	486730
2658533	862	490210
3461080	862	568176
3180276	862	579663
2233471	862	490856
2865635	862	498115
3351067	862	520275
3080248	862	524337
3123862	862	522554
3108945	862	551543
3108944	862	524150
3285493	862	524351
3165881	862	524338
2910556	862	572197
3351070	862	524482
2515891	908	838
2565324	908	783
2565327	908	784
1588872	922	8206
1616200	862	481344
2264254	862	486475
1588874	922	8209
1746186	922	2601
2233469	862	528311
2584152	922	63461
2830454	922	63606
3433789	922	88912
3098516	862	565781
3433789	862	524483
3436587	862	529280
3147953	862	550862
3447644	862	551544
2722322	862	498249
2121550	862	555311
1952983	862	464149
1588872	862	479092
2436416	862	486474
3569802	862	572184
2740924	862	496895
3450334	862	555721
3142249	862	556122
3562008	862	558145
2121770	931	22764
2233468	931	25556
3335785	862	559701
1588874	862	479427
3351112	922	63488
2658533	922	63505
1950268	931	20705
1038963	931	17471
1620325	931	21042
974057	931	15251
1060264	931	17229
1795842	931	21041
